Battery,https://www.amazon.com/gp/product/B08T6QS58J/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&th=1
Fan Heasink,https://www.amazon.com/dp/B07PCMTZHF?psc=1&ref=ppx_yo2ov_dt_b_product_details
USB 3.0 Male to Female Extension,https://www.amazon.com/dp/B0793P8XJK?psc=1&ref=ppx_yo2ov_dt_b_product_details
IP5310 5V 3.1A Boost Converter,https://www.amazon.com/dp/B0BWTTQG7M?psc=1&ref=ppx_yo2ov_dt_b_product_details
Touchscreen Monitor 7 Inch,https://www.amazon.com/dp/B09MWDVHWL?psc=1&ref=ppx_yo2ov_dt_b_product_details
